Majority protein IDs,Protein names,Gene names,Mol. weight [kDa],iBAQ E1,iBAQ E2,iBAQ E3,iBAQ E4,iBAQ mass E1,iBAQ mass E2,iBAQ mass E3,iBAQ mass E4,Mori sector,wt_mass_fraction_rich,rela_mass_fraction_rich
P0ABS8,DNA polymerase III subunit theta,holE,8.8462,36406.0,112440.0,63061.0,65350.0,322054.7572,994666.728,557850.2182,578099.1699999999,U,,
P0AFX0,Ribosome hibernation promoting factor,hpf,10.75,30826.0,30128.0,96755.0,134060.0,331379.5,323876.0,1040116.25,1441145.0,S,,
P0A9M2,Hypoxanthine phosphoribosyltransferase,hpt,20.115,684910.0,650030.0,511310.0,530260.0,13776964.649999999,13075353.45,10285000.649999999,10666179.899999999,R,,
P43329,ATP-dependent RNA helicase HrpA,hrpA,149.03,50618.0,44149.0,32412.0,37957.0,7543600.54,6579525.47,4830360.36,5656731.71,A',,
P37024,ATP-dependent RNA helicase HrpB,hrpB,89.147,13740.0,12946.0,8512.7,9483.8,1224879.78,1154097.0620000002,758881.6669000001,845452.3186,S,,
P0A6Z1,Chaperone protein HscA,hscA,65.652,187760.0,165770.0,172170.0,168250.0,12326819.52,10883132.040000001,11303304.84,11045949.0,R,,
P0A6L9,Co-chaperone protein HscB,hscB,20.137,166960.0,168100.0,202100.0,226380.0,3362073.52,3385029.7,4069687.7,4558614.0600000005,A',,
P08957,Type I restriction enzyme EcoKI M protein,hsdM,59.306,287040.0,269430.0,164350.0,178320.0,17023194.24,15978815.58,9746941.1,10575445.92,R,,
P08956,Type I restriction enzyme EcoKI R protein,hsdR,134.09,32677.0,36633.0,26624.0,29663.0,4381658.93,4912118.97,3570012.16,3977511.67,C',,
P05719,Type-1 restriction enzyme EcoKI specificity protein,hsdS,51.395,80137.0,77077.0,45110.0,51110.0,4118641.115,3961372.415,2318428.45,2626798.45,U,,
P52644,Heat shock protein HslJ,hslJ,15.165,70206.0,85561.0,65284.0,68541.0,1064673.99,1297532.565,990031.86,1039424.2649999999,A',,
P0A6Y5,33 kDa chaperonin,hslO,32.534,465810.0,444520.0,326330.0,355100.0,15154662.54,14462013.68,10616820.219999999,11552823.4,R,,
P0ACG8,Heat shock protein 15,hslR,15.496,67729.0,72321.0,371580.0,74719.0,1049528.584,1120686.216,5758003.68,1157845.624,R,,
P0A6H5,ATP-dependent protease ATPase subunit HslU,hslU,49.593,979230.0,914190.0,717850.0,819640.0,48562953.39,45337424.67,35600335.050000004,40648406.52,U,,
P0A7B8,ATP-dependent protease subunit HslV,hslV,19.093,294840.0,300840.0,182000.0,124060.0,5629380.12,5743938.12,3474926.0,2368677.58,R,,
P0A6Z3,Chaperone protein HtpG,htpG,71.422,1083000.0,1052800.0,794700.0,842890.0,77350026.0,75193081.6,56759063.4,60200889.58,U,,
P23894,Protease HtpX,htpX,31.923,235840.0,226540.0,259390.0,281880.0,7528720.319999999,7231836.42,8280506.97,8998455.24,C',,
P25666,Protein HtrL,htrL,33.458,70901.0,64793.0,46911.0,49412.0,2372205.658,2167844.1939999997,1569548.238,1653226.696,U,,
P0ACF0,DNA-binding protein HU-alpha,hupA,9.5349,7504500.0,7921700.0,10988000.0,10965000.0,71554657.05,75532617.33,104769481.2,104550178.5,S,,
P0ACF4,DNA-binding protein HU-beta,hupB,9.2255,3038300.0,2846000.0,3507100.0,3225600.0,28029836.650000002,26255773.0,32354751.05,29757772.8,S',,
P0AAJ8,Hydrogenase-2 operon protein HybA,hybA,36.003,6914.4,10725.0,0.0,0.0,248939.1432,386132.175,0.0,0.0,C,,
P0ACE0,Hydrogenase-2 large chain,hybC,62.49,32960.0,41283.0,11379.0,11910.0,2059670.4000000001,2579774.67,711073.7100000001,744255.9,C',,
P37182,Hydrogenase 2 maturation protease,hybD,17.751,5330.5,10764.0,8316.6,9638.0,94621.70550000001,191071.76400000002,147627.9666,171084.138,A',,
P0AAN1,Hydrogenase-2 operon protein HybE,hybE,17.963,5239.1,5693.4,2791.1,3290.0,94109.95330000001,102270.5442,50136.5293,59098.270000000004,U,,
P69741,Hydrogenase-2 small chain,hybO,39.652,13620.0,15956.0,351.29,0.0,540060.24,632687.312,13929.35108,0.0,U,,
P0AEV9,Hydrogenase 3 maturation protease,hycI,17.056,6363.7,13700.0,26510.0,25743.0,108539.2672,233667.2,452154.56,439072.608,S,,
P0AAN3,Hydrogenase isoenzymes nickel incorporation protein HypB,hypB,31.565,41707.0,59040.0,18870.0,23990.0,1316481.455,1863597.6,595631.55,757244.35,S,,
P24192,Hydrogenase isoenzymes formation protein HypD,hypD,41.363,21756.0,23571.0,23489.0,26527.0,899893.428,974967.273,971575.507,1097236.301,C,,
P24193,Hydrogenase isoenzymes formation protein HypE,hypE,35.092,16136.0,24768.0,19140.0,22408.0,566244.512,869158.656,671660.88,786341.536,S,,
P30131,Carbamoyltransferase HypF,hypF,82.065,674.52,731.02,1046.9,761.94,55354.483799999995,59991.156299999995,85913.84850000001,62528.606100000005,U,,
P37595,Isoaspartyl peptidase;Isoaspartyl peptidase subunit alpha;Isoaspartyl peptidase subunit beta,iaaA,33.394,29878.0,31791.0,68963.0,74642.0,997745.9319999999,1061628.6539999999,2302950.422,2492594.948,S,,
P39377,Isoaspartyl dipeptidase,iadA,41.083,140420.0,138000.0,137430.0,127090.0,5768874.859999999,5669454.0,5646036.6899999995,5221238.47,R,,
P10423,Alkaline phosphatase isozyme conversion protein,iap,37.92,7100.9,9057.3,16664.0,13113.0,269266.128,343452.816,631898.88,497244.96,S',,
P0A9W6,Acid stress protein IbaG,ibaG,9.4516,239730.0,227560.0,266320.0,238950.0,2265832.068,2150806.096,2517150.1119999997,2258459.82,R,,
P0C054,Small heat shock protein IbpA,ibpA,15.774,140920.0,131890.0,99891.0,108860.0,2222872.08,2080432.8599999999,1575680.6339999998,1717157.64,R,,
P0C058,Small heat shock protein IbpB,ibpB,16.093,2021.9,1922.1,0.0,0.0,32538.436700000002,30932.3553,0.0,0.0,R,,
P08200,Isocitrate dehydrogenase [NADP],icd,45.756,5468800.0,4983000.0,7922400.0,8646700.0,250230412.8,228002148.0,362497334.4,395638405.2,S,,
P16528,Acetate operon repressor,iclR,29.739,75238.0,68596.0,78887.0,87469.0,2237502.882,2039976.4440000001,2346020.4930000002,2601240.591,S',,
Q46822,Isopentenyl-diphosphate Delta-isomerase,idi,20.508,0.0,6800.1,24043.0,24693.0,0.0,139456.4508,493073.844,506404.044,U,,
P0A9P9,Gluconate 5-dehydrogenase,idnO,27.562,1621.6,939.12,1705.6,2441.7,44694.5392,25884.02544,47009.7472,67298.1354,C,,
P0A6X7,Integration host factor subunit alpha,ihfA,11.354,685650.0,604000.0,1346100.0,1315300.0,7784870.1,6857815.999999999,15283619.399999999,14933916.2,S',,
P0A6Y1,Integration host factor subunit beta,ihfB,10.651,1889100.0,1800500.0,4197600.0,3354900.0,20120804.099999998,19177125.5,44708637.6,35733039.9,S',,
P00956,Isoleucine--tRNA ligase,ileS,104.3,694750.0,639850.0,793680.0,867630.0,72462425.0,66736355.0,82780824.0,90493809.0,R,,
P04968,L-threonine dehydratase biosynthetic IlvA,ilvA,56.195,163940.0,161660.0,1159700.0,1183400.0,9212608.3,9084483.7,65169341.5,66501163.0,S,,
P08142,Acetolactate synthase isozyme 1 large subunit,ilvB,60.44,138350.0,141970.0,409910.0,434350.0,8361874.0,8580666.799999999,24774960.4,26252114.0,C,,
P05793,Ketol-acid reductoisomerase,ilvC,54.068,364910.0,351000.0,3353000.0,3343100.0,19729953.88,18977868.0,181290004.0,180754730.79999998,U,,
P05791,Dihydroxy-acid dehydratase,ilvD,65.531,394990.0,426740.0,2069200.0,2163200.0,25884089.69,27964698.94,135596745.20000002,141756659.20000002,A',,
P0AB80,Branched-chain-amino-acid aminotransferase,ilvE,34.093,804090.0,776480.0,3206000.0,3093400.0,27413840.37,26472532.640000004,109302158.00000001,105463286.20000002,A,,
P0DP89,,ilvG,34.506,75683.0,130770.0,750280.0,822030.0,2611517.598,4512349.62,25889161.68,28364967.18,Unknown,,
P00894,Acetolactate synthase isozyme 3 small subunit,ilvH,17.977,99325.0,106860.0,220040.0,238770.0,1785565.5250000001,1921022.22,3955659.08,4292368.29,S,,
P00893,Acetolactate synthase isozyme 3 large subunit,ilvI,62.984,65419.0,62133.0,130450.0,153350.0,4120350.296,3913384.872,8216262.8,9658596.4,S,,
P0ADG1,Acetolactate synthase isozyme 2 small subunit,ilvM,9.7031,97136.0,124230.0,900500.0,1002700.0,942520.3215999999,1205416.113,8737641.549999999,9729298.37,A,,
P0ADF8,Acetolactate synthase isozyme 1 small subunit,ilvN,11.106,210900.0,209790.0,578330.0,635990.0,2342255.4,2329927.7399999998,6422932.9799999995,7063304.9399999995,C,,
P05827,HTH-type transcriptional regulator IlvY,ilvY,33.204,11122.0,5999.2,8455.0,12977.0,369294.88800000004,199197.4368,280739.82,430888.308,C',,
P69222,Translation initiation factor IF-1,infA,8.2495,2566700.0,2603700.0,1564600.0,1690800.0,21173991.65,21479223.15,12907167.7,13948254.6,R,,
P0A705,Translation initiation factor IF-2,infB,97.349,985270.0,942600.0,791910.0,878960.0,95915049.23,91761167.4,77091646.59,85565877.04,R,,
P0A707,"Translation initiation factor IF-3;Translation initiation factor IF-3, N-terminally processed;Translation initiation factor IF-3S",infC,20.564,5050000.0,4849300.0,4449800.0,4467100.0,103848200.0,99721005.2,91505687.2,91861444.4,U,,
A0A385XJ53;P0CF12;P0CF11;P0CF07,Insertion element IS1 6 protein InsA;Insertion element IS1 5 protein InsA;Insertion element IS1 1 protein InsA,insA6;insA5;insA1,9.8683,31954.0,30708.0,32970.0,33055.0,315331.6582,303035.7564,325357.85099999997,326196.6565,Unknown,,
P0CF45;P0CF44;P0CF43;P0CF42;P0CF41;P0CF40,Transposase InsC for insertion element IS2K;Transposase InsC for insertion element IS2I;Transposase InsC for insertion element IS2H;Transposase InsC for insertion element IS2F;Transposase InsC for insertion element IS2D;Transposase InsC for insertion element IS2A,insC6;insC5;insC4;insC3;insC2;insC1,13.451,8954.1,9089.9,10266.0,10215.0,120441.5991,122268.2449,138087.96600000001,137401.965,Unknown,,
P0CF70;P0CF69;P0CF68;P0CF67;P0CF66,Transposase InsE for insertion sequence IS3E;Transposase InsE for insertion sequence IS3D;Transposase InsE for insertion sequence IS3C;Transposase InsE for insertion sequence IS3B;Transposase InsE for insertion sequence IS3A,insE5;insE4;insE3;insE2;insE1,11.543,4944.7,0.0,2790.2,3467.4,57076.672099999996,0.0,32207.278599999994,40024.1982,Unknown,,
A0A385XJE6;P0CE58;P0CE57;P0CE56;P0CE55;P0CE54;P0CE53;P0CE52;P0CE51;P0CE50;P0CE49;P76071,Transposase InsH for insertion sequence element IS5T;Transposase InsH for insertion sequence element IS5R;Transposase InsH for insertion sequence element IS5LO;Transposase InsH for insertion sequence element IS5K;Transposase InsH for insertion sequence element IS5I;Transposase InsH for insertion sequence element IS5H;Transposase InsH for insertion sequence element IS5F;Transposase InsH for insertion sequence element IS5D;Transposase InsH for insertion sequence element IS5B;Transposase InsH for insertion sequence element IS5A;Transposase InsH for insertion sequence element IS5Y,insH11;insH10;insH9;insH8;insH7;insH6;insH4;insH3;insH2;insH1;insH5,37.851,21235.0,21360.0,7120.2,9095.1,803765.985,808497.36,269506.6902,344258.6301,Unknown,,
P0CF93;P0CF92;P0CF91,Putative transposase InsL for insertion sequence element IS186C;Putative transposase InsL for insertion sequence element IS186B;Putative transposase InsL for insertion sequence element IS186A,insL3;insL2;insL1,40.908,4329.7,4856.1,4960.3,5858.6,177119.3676,198653.33880000003,202915.9524,239663.60880000002,Unknown,,
P32053,Prophage CP4-57 integrase,intA,46.651,9462.6,8166.0,18483.0,19690.0,441439.75260000007,380952.06600000005,862250.4330000001,918558.1900000001,U,,
P71298,Putative prophage CP4-6 integrase,intF,53.073,3275.3,5310.7,6196.8,3859.9,173829.9969,281854.78109999996,328882.7664,204856.4727,U,,
P37326,Putative prophage CPS-53 integrase,intS,44.061,18886.0,18727.0,12803.0,14625.0,832136.046,825130.347,564112.983,644392.125,U,,
P76542,Putative prophage CPZ-55 integrase,intZ,45.381,2771.6,1779.2,4952.3,6090.8,125777.97959999999,80741.87520000001,224740.32630000002,276406.5948,U,,
P0AAN9,Anti-adapter protein IraP,iraP,9.9374,34270.0,44858.0,178470.0,145010.0,340554.69800000003,445771.88920000003,1773527.778,1441022.374,S',,
P0AAC8,Iron-binding protein IscA,iscA,11.556,288200.0,278040.0,377240.0,370280.0,3330439.1999999997,3213030.2399999998,4359385.4399999995,4278955.68,R,,
P0AGK8,HTH-type transcriptional regulator IscR,iscR,17.336,154860.0,130690.0,283000.0,300730.0,2684652.96,2265641.84,4906088.0,5213455.279999999,C',,
P0A6B7,Cysteine desulfurase IscS,iscS,45.089,1113600.0,1044700.0,1435300.0,1451600.0,50211110.4,47104478.3,64716241.699999996,65451192.4,S',,
P0ACD4,Iron-sulfur cluster assembly scaffold protein IscU,iscU,13.848,1037500.0,1080600.0,1674900.0,1810400.0,14367300.0,14964148.8,23194015.200000003,25070419.200000003,S,,
P0C0L9,Protein IscX,iscX,7.7315,304440.0,269530.0,336350.0,362460.0,2353777.86,2083871.1949999998,2600490.025,2802359.4899999998,A',,
P22939,Farnesyl diphosphate synthase,ispA,32.159,49423.0,45918.0,51364.0,51717.0,1589394.257,1476676.962,1651814.876,1663167.003,S',,
P0AD57,Octaprenyl-diphosphate synthase,ispB,35.217,191830.0,183810.0,155930.0,170560.0,6755677.109999999,6473236.77,5491386.81,6006611.52,U,,
Q46893,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,ispD,25.737,100160.0,88350.0,73397.0,82746.0,2577817.92,2273863.9499999997,1889018.589,2129633.8019999997,S',,
P62615,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase,ispE,30.925,67508.0,55853.0,106290.0,119410.0,2087684.9000000001,1727254.0250000001,3287018.25,3692754.25,S',,
P62617,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",ispF,16.897,275980.0,258260.0,281770.0,295510.0,4663234.06,4363819.22,4761067.6899999995,4993232.47,S',,
P62620,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin),ispG,40.683,340160.0,328040.0,354860.0,389320.0,13838729.28,13345651.32,14436769.38,15838705.56,R,,
P62623,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,ispH,34.774,121610.0,147560.0,136710.0,142330.0,4228866.14,5131251.44,4753953.54,4949383.42,R,,
P60472,"Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)",ispU,28.444,21133.0,23571.0,17732.0,24044.0,601107.052,670453.524,504369.008,683907.536,S,,
P0AD59,Inhibitor of vertebrate lysozyme,ivy,16.872,132090.0,120450.0,440800.0,475460.0,2228622.48,2032232.4,7437177.6,8021961.12,S,,
P75981,Putative protein JayE from lambdoid prophage e14 region,jayE,28.232,124280.0,149610.0,110710.0,105320.0,3508672.96,4223789.52,3125564.7199999997,2973394.2399999998,R,,
P21179,Catalase HPII,katE,84.162,52180.0,40695.0,195580.0,218070.0,4391573.16,3424972.5900000003,16460403.96,18353207.34,S,,
P13029,Catalase-peroxidase,katG,80.023,462840.0,472200.0,959400.0,1048400.0,37037845.32,37786860.6,76774066.2,83896113.2,S,,
P0AB77,2-amino-3-ketobutyrate coenzyme A ligase,kbl,43.117,455920.0,409490.0,693630.0,732200.0,19657902.64,17655980.33,29907244.709999997,31570267.4,S',,
P31069,Voltage-gated potassium channel Kch,kch,46.062,23713.0,27291.0,62353.0,71619.0,1092268.206,1257078.042,2872103.886,3298914.378,A,,
P37647,2-dehydro-3-deoxygluconokinase,kdgK,33.962,232230.0,214790.0,183480.0,207660.0,7886995.260000001,7294697.98,6231347.760000001,7052548.920000001,S',,
P76268,Transcriptional regulator KdgR,kdgR,30.029,278940.0,266980.0,352630.0,345550.0,8376289.26,8017142.42,10589126.27,10376520.95,S',,
P03960,Potassium-transporting ATPase B chain,kdpB,72.198,0.0,0.0,426.94,354.27,0.0,0.0,30824.214119999997,25577.585459999995,C',,
P21865,Sensor protein KdpD,kdpD,98.717,6987.5,6425.1,16019.0,16211.0,689785.0375,634266.5967,1581347.623,1600301.287,S',,
P21866,KDP operon transcriptional regulatory protein KdpE,kdpE,25.362,16832.0,14826.0,17794.0,17644.0,426893.18399999995,376017.012,451291.42799999996,447487.12799999997,S',,
P0A715,2-dehydro-3-deoxyphosphooctonate aldolase,kdsA,30.832,957360.0,922700.0,715780.0,760770.0,29517323.52,28448686.400000002,22068928.96,23456060.64,A,,
P04951,3-deoxy-manno-octulosonate cytidylyltransferase,kdsB,27.614,356910.0,344050.0,275890.0,289460.0,9855712.74,9500596.700000001,7618426.46,7993148.44,A',,
P0ABZ4,3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC,kdsC,19.997,229820.0,204270.0,191220.0,145750.0,4595710.54,4084787.19,3823826.34,2914562.75,A',,
P45395,Arabinose 5-phosphate isomerase KdsD,kdsD,35.196,316030.0,275000.0,284580.0,363310.0,11122991.879999999,9678900.0,10016077.68,12787058.76,S,,
P37769,2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase,kduD,27.07,262.04,170.03,1513.6,2323.9,7093.4228,4602.7121,40973.151999999995,62907.973000000005,U,,
Q46938,4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase,kduI,31.076,7429.0,6363.5,20342.0,20388.0,230863.604,197752.126,632147.992,633577.488,U,,
P45522,Glutathione-regulated potassium-efflux system protein KefB,kefB,66.41,7522.1,6397.0,23126.0,27296.0,499542.661,424824.76999999996,1535797.66,1812727.3599999999,U,,
P03819,Glutathione-regulated potassium-efflux system protein KefC,kefC,67.795,992.34,790.98,4356.7,5832.8,67275.6903,53624.489100000006,295362.4765,395434.67600000004,S,,
P0A756,Glutathione-regulated potassium-efflux system ancillary protein KefG,kefG,20.958,5213.5,4922.2,26048.0,28416.0,109264.533,103159.46759999999,545913.9839999999,595542.5279999999,S',,
P0AEX3,Alpha-ketoglutarate permease,kgtP,47.052,4212.8,4729.3,108210.0,111600.0,198220.6656,222523.02360000001,5091496.92,5251003.2,S,,
P63183,Low affinity potassium transport system protein kup,kup,69.293,21407.0,20367.0,10970.0,11958.0,1483355.2510000002,1411290.5310000002,760144.2100000001,828605.6940000001,C',,
P03023,Lactose operon repressor,lacI,38.59,38857.0,47686.0,27827000.0,27414000.0,1499491.6300000001,1840202.7400000002,1073843930.0,1057906260.0000001,S',,
P00722,Beta-galactosidase,lacZ,116.48,4015.9,5162.2,25519.0,37025.0,467772.032,601293.056,2972453.12,4312672.0,C',,
P0ACV4,Lipopolysaccharide assembly protein A,lapA,11.351,224140.0,196070.0,294740.0,392480.0,2544213.14,2225590.5700000003,3345593.74,4455040.48,S',,
P0AB58,Lipopolysaccharide assembly protein B,lapB,44.531,14219.0,13146.0,30814.0,33329.0,633186.289,585404.526,1372178.234,1484173.699,S,,
P37005,Uncharacterized tRNA/rRNA methyltransferase LasT,lasT,25.259,66499.0,55767.0,64003.0,70562.0,1679698.241,1408618.653,1616651.777,1782325.558,S',,
P76008,Murein tetrapeptide carboxypeptidase,ldcA,33.567,36916.0,37931.0,77223.0,84980.0,1239159.372,1273229.877,2592144.441,2852523.66,S',,
P52095,"Lysine decarboxylase, constitutive",ldcC,80.589,164.26,189.51,2193.8,3314.9,13237.54914,15272.42139,176796.14820000003,267144.4761,U,,
P52643,D-lactate dehydrogenase,ldhA,36.534,135710.0,124480.0,189120.0,189750.0,4958029.14,4547752.32,6909310.08,6932326.5,S,,
P60785,Elongation factor 4,lepA,66.57,647900.0,600620.0,380660.0,463400.0,43130702.99999999,39983273.4,25340536.2,30848537.999999996,R,,
P00803,Signal peptidase I,lepB,35.96,185350.0,170870.0,174050.0,181760.0,6665186.0,6144485.2,6258838.0,6536089.600000001,C',,
P09151,2-isopropylmalate synthase,leuA,57.297,109040.0,113030.0,399490.0,449360.0,6247664.88,6476279.909999999,22889578.529999997,25746979.919999998,C',,
P30125,3-isopropylmalate dehydrogenase,leuB,39.517,285240.0,270750.0,1152600.0,1246500.0,11271829.08,10699227.75,45547294.2,49257940.50000001,S',,
P0A6A6,3-isopropylmalate dehydratase large subunit,leuC,49.881,213260.0,201710.0,1006300.0,1096700.0,10637622.06,10061496.51,50195250.3,54704492.7,C,,
P30126,3-isopropylmalate dehydratase small subunit,leuD,22.487,173040.0,170590.0,798110.0,720120.0,3891150.4799999995,3836057.3299999996,17947099.57,16193338.44,C,,
P07813,Leucine--tRNA ligase,leuS,97.233,782830.0,742720.0,581940.0,613720.0,76116909.39,72216893.76,56583772.02,59673836.760000005,R,,
P0A7C2,LexA repressor,lexA,22.357,193730.0,193510.0,256500.0,287610.0,4331221.609999999,4326303.07,5734570.5,6430096.77,S',,
P60955,Prolipoprotein diacylglyceryl transferase,lgt,33.108,13430.0,12657.0,15877.0,14983.0,444640.43999999994,419047.95599999995,525655.7159999999,496057.16399999993,U,,
P37339,L-2-hydroxyglutarate oxidase LhgO,lhgO,46.081,163940.0,209120.0,57622.0,90216.0,7554519.140000001,9636458.72,2655279.382,4157243.4960000003,S,,
P30015,Probable ATP-dependent helicase lhr,lhr,169.38,86400.0,0.0,7014.3,10596.0,14634432.0,0.0,1188082.134,1794750.48,U,,
P15042,DNA ligase,ligA,73.605,111010.0,112870.0,112240.0,121150.0,8170891.050000001,8307796.350000001,8261425.2,8917245.75,C',,
P60716,Lipoyl synthase,lipA,36.071,872200.0,738420.0,562590.0,590030.0,31461126.2,26635547.82,20293183.89,21282972.13,C',,
P60720,Octanoyltransferase,lipB,23.882,133960.0,126720.0,106140.0,134920.0,3199232.72,3026327.04,2534835.48,3222159.4400000004,A',,
P11072,Bacteriophage T4 late gene expression-blocking protein,lit,33.762,2158.9,1393.7,11526.0,15705.0,72888.7818,47054.0994,389140.812,530232.21,U,,
P22731,High-affinity branched-chain amino acid transport ATP-binding protein LivF,livF,26.31,16593.0,16789.0,22684.0,25052.0,436561.82999999996,441718.58999999997,596816.0399999999,659118.12,C,,
P0A9S7,High-affinity branched-chain amino acid transport ATP-binding protein LivG,livG,28.427,16051.0,21560.0,24511.0,28870.0,456281.777,612886.12,696774.197,820687.49,C,,
