Majority protein IDs,Protein names,Gene names,Mol. weight [kDa],iBAQ W_glu_1,iBAQ W_glu_2,iBAQ PLAS30_1,iBAQ PLAS30_2,iBAQ mass W_glu_1,iBAQ mass W_glu_2,iBAQ mass PLAS30_1,iBAQ mass PLAS30_2,Mori sector,wt_mass_fraction_poor,rela_mass_fraction_poor
P0A9H7,Cyclopropane-fatty-acyl-phospholipid synthase,cfa,43.909,84761.0,82104.0,201150.0,228310.0,3721770.749,3605104.536,8832295.35,10024863.79,S,,
P0A9H9,Protein phosphatase CheZ,cheZ,23.976,1174400.0,1093400.0,79395.0,38838.0,28157414.4,26215358.4,1903574.52,931179.8879999999,C,,
P0A9I3,Glycine cleavage system transcriptional repressor,gcvR,20.768,145840.0,152790.0,301870.0,332180.0,3028805.12,3173142.72,6269236.16,6898714.24,S,,
P0A9J0,Ribonuclease G,rng,55.364,141670.0,149320.0,209080.0,216490.0,7843417.88,8266952.4799999995,11575505.12,11985752.36,S,,
P0A9J4,2-dehydropantoate 2-reductase,panE,33.87,12939.0,14205.0,20913.0,22859.0,438243.93,481123.35,708323.3099999999,774234.33,A',,
P0A9J6,Ribokinase,rbsK,32.29,237810.0,239200.0,138570.0,139280.0,7678884.899999999,7723768.0,4474425.3,4497351.2,C,,
P0A9J8,P-protein;Chorismate mutase;Prephenate dehydratase,pheA,43.111,461770.0,449820.0,468630.0,477380.0,19907366.47,19392190.02,20203107.93,20580329.18,A,,
P0A9K1,Protein PhoH,phoH,39.264,2445.3,1633.5,6199.1,7522.0,96012.25920000001,64137.744000000006,243401.46240000002,295343.808,S,,
P0A9K3,PhoH-like protein,ybeZ,39.038,320640.0,283970.0,434610.0,463030.0,12517144.319999998,11085620.86,16966305.18,18075765.139999997,A',,
P0A9K7,Phosphate-specific transport system accessory protein PhoU,phoU,27.417,126960.0,127080.0,259580.0,278670.0,3480862.3200000003,3484152.3600000003,7116904.86,7640295.390000001,S',,
P0A9K9,FKBP-type peptidyl-prolyl cis-trans isomerase SlyD,slyD,20.853,1154700.0,1478300.0,1763900.0,1590900.0,24078959.1,30826989.900000002,36782606.7,33175037.700000003,S',,
P0A9L3,FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase,fklB,22.216,1577300.0,1481900.0,1331400.0,1304400.0,35041296.800000004,32921890.400000002,29578382.400000002,28978550.400000002,U,,
P0A9L5,Peptidyl-prolyl cis-trans isomerase C,ppiC,10.232,509830.0,530890.0,505200.0,568300.0,5216580.56,5432066.4799999995,5169206.399999999,5814845.6,U,,
P0A9L8,Pyrroline-5-carboxylate reductase,proC,28.145,463460.0,442230.0,586050.0,647850.0,13044081.7,12446563.35,16494377.25,18233738.25,S,,
P0A9M0,Lon protease,lon,87.437,733280.0,729750.0,751350.0,868730.0,64115803.36,63807150.75,65695789.949999996,75959145.01,A',,
P0A9M2,Hypoxanthine phosphoribosyltransferase,hpt,20.115,594180.0,628220.0,546170.0,521330.0,11951930.7,12636645.299999999,10986209.549999999,10486552.95,R,,
P0A9M5,Xanthine phosphoribosyltransferase,gpt,16.97,970350.0,934030.0,893600.0,963570.0,16466839.499999998,15850489.1,15164391.999999998,16351782.899999999,R,,
P0A9M8,Phosphate acetyltransferase,pta,77.171,628660.0,590630.0,516410.0,515310.0,48514320.86000001,45579507.730000004,39851876.11000001,39766988.010000005,S',,
P0A9N0,Phosphocarrier protein NPr,ptsO,9.81,43858.0,43209.0,34055.0,47730.0,430246.98000000004,423880.29000000004,334079.55,468231.30000000005,U,,
P0A9N4,Pyruvate formate-lyase 1-activating enzyme,pflA,28.204,271330.0,252750.0,292420.0,281410.0,7652591.32,7128561.0,8247413.680000001,7936887.640000001,S',,
P0A9P0,Dihydrolipoyl dehydrogenase,lpdA,50.688,5126600.0,5107400.0,4915200.0,5072100.0,259857100.8,258883891.20000002,249141657.60000002,257094604.8,S,,
P0A9P4,Thioredoxin reductase,trxB,34.623,1523000.0,1762300.0,1954700.0,2079100.0,52730829.0,61016112.9,67677578.1,71984679.3,S,,
P0A9P6,ATP-dependent RNA helicase DeaD,deaD,70.545,314190.0,262970.0,216280.0,227760.0,22164533.55,18551218.650000002,15257472.6,16067329.200000001,R,,
P0A9P9,Gluconate 5-dehydrogenase,idnO,27.562,3875.6,4752.8,8444.1,8490.1,106819.2872,130996.67360000001,232736.28420000002,234004.1362,C,,
P0A9Q1,Aerobic respiration control protein ArcA,arcA,27.292,921180.0,930200.0,1116900.0,1172100.0,25140844.560000002,25387018.400000002,30482434.8,31988953.200000003,S',,
P0A9Q5,Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta,accD,33.322,530070.0,541500.0,543010.0,554950.0,17662992.540000003,18043863.0,18094179.220000003,18492043.900000002,R,,
P0A9Q7,Aldehyde-alcohol dehydrogenase;Alcohol dehydrogenase;Acetaldehyde dehydrogenase [acetylating];Pyruvate-formate-lyase deactivase,adhE,96.126,1811500.0,1741100.0,1840000.0,1948000.0,174132249.0,167364978.6,176871840.0,187253448.0,A,,
P0A9Q9,Aspartate-semialdehyde dehydrogenase,asd,40.017,2516000.0,2650400.0,2497300.0,2629100.0,100682772.00000001,106061056.80000001,99934454.10000001,105208694.7,A,,
P0A9R4,2Fe-2S ferredoxin,fdx,12.331,505070.0,501670.0,587740.0,613340.0,6228018.17,6186092.77,7247421.9399999995,7563095.54,A',,
P0A9R7,Cell division ATP-binding protein FtsE,ftsE,24.439,155500.0,169950.0,217030.0,204750.0,3800264.5,4153408.05,5303996.17,5003885.25,A',,
P0A9S1,Lactaldehyde reductase,fucO,40.513,3730.5,4202.7,5617.5,5667.9,151133.74649999998,170263.9851,227581.7775,229623.6327,S,,
P0A9S5,Glycerol dehydrogenase,gldA,38.712,13563.0,26063.0,39947.0,54504.0,525050.856,1008950.856,1546428.2640000002,2109958.848,S,,
P0A9S7,High-affinity branched-chain amino acid transport ATP-binding protein LivG,livG,28.427,369550.0,392180.0,136400.0,137480.0,10505197.85,11148500.86,3877442.8,3908143.96,C,,
P0A9T0,D-3-phosphoglycerate dehydrogenase,serA,44.175,3889400.0,4174000.0,6017100.0,6448500.0,171814245.0,184386450.0,265805392.49999997,284862487.5,A,,
P0A9T4,Protein tas,tas,38.499,140270.0,131310.0,281050.0,295490.0,5400254.73,5055303.69,10820143.950000001,11376069.51,S',,
P0A9T6,Uncharacterized HTH-type transcriptional regulator YbaQ,ybaQ,13.171,77150.0,78480.0,218270.0,238870.0,1016142.6499999999,1033660.08,2874834.17,3146156.77,U,,
P0A9T8,Uncharacterized ABC transporter ATP-binding protein YbbA,ybbA,24.533,51493.0,39393.0,52997.0,83820.0,1263277.769,966428.469,1300175.401,2056356.06,S,,
P0A9U1,Uncharacterized ABC transporter ATP-binding protein YbhF,ybhF,63.132,4919.3,2849.0,8778.0,9341.0,310565.2476,179863.068,554172.696,589716.012,A,,
P0A9U3,Uncharacterized ABC transporter ATP-binding protein YbiT,ybiT,59.857,322250.0,289120.0,376620.0,357730.0,19288918.25,17305855.84,22543343.34,21412644.61,R,,
P0A9U6,HTH-type transcriptional regulator PuuR,puuR,20.091,33076.0,66219.0,162500.0,169690.0,664529.9160000001,1330405.929,3264787.5,3409241.79,C',,
P0A9U8,Probable acyl-CoA dehydrogenase YdiO,ydiO,43.002,1134.9,1196.8,3189.3,3027.5,48802.969800000006,51464.793600000005,137146.27860000002,130188.55500000001,U,,
P0A9V1,Lipopolysaccharide export system ATP-binding protein LptB,lptB,26.8,311910.0,302270.0,253430.0,255700.0,8359188.0,8100836.0,6791924.0,6852760.0,S',,
P0A9W0,HTH-type transcriptional regulator UlaR,ulaR,27.602,26084.0,28162.0,43418.0,47837.0,719970.568,777327.524,1198423.636,1320396.874,S',,
P0A9W3,Energy-dependent translational throttle protein EttA,ettA,62.442,822250.0,795730.0,653050.0,642210.0,51342934.5,49686972.66,40777748.1,40100876.82,U,,
P0A9W6,Acid stress protein IbaG,ibaG,9.4516,165890.0,179930.0,234460.0,198540.0,1567925.9239999999,1700626.3879999998,2216022.136,1876520.6639999999,R,,
P0A9W9,Protein YrdA,yrdA,20.245,603640.0,549940.0,573930.0,625630.0,12220691.8,11133535.3,11619212.850000001,12665879.350000001,A',,
P0A9X1,Zinc import ATP-binding protein ZnuC,znuC,27.867,54690.0,71784.0,36955.0,37912.0,1524046.23,2000404.7280000001,1029824.985,1056493.7040000001,C',,
P0A9X4,Rod shape-determining protein MreB,mreB,36.952,1114800.0,1114500.0,1112600.0,1093600.0,41194089.6,41183004.0,41112795.199999996,40410707.199999996,R,,
P0A9X9,Cold shock protein CspA,cspA,7.4032,459160.0,532580.0,276620.0,235070.0,3399253.312,3942796.256,2047873.184,1740270.224,R,,
P0A9Y6,Cold shock-like protein CspC,cspC,7.4023,9038900.0,9094400.0,9128200.0,8885100.0,66908649.470000006,67319477.12,67569674.86,65770175.730000004,R,,
P0A9Z1,Nitrogen regulatory protein P-II 1,glnB,12.425,564410.0,585580.0,664840.0,708490.0,7012794.25,7275831.5,8260637.000000001,8802988.25,A,,
P0AA04,Phosphocarrier protein HPr,ptsH,9.1193,3151300.0,3250500.0,3426600.0,3641700.0,28737650.090000004,29642284.650000002,31248193.380000003,33209754.810000002,U,,
P0AA10,50S ribosomal protein L13,rplM,16.018,4661200.0,5332000.0,3827400.0,3726100.0,74663101.60000001,85407976.0,61307293.2,59684669.800000004,R,,
P0AA16,Transcriptional regulatory protein OmpR,ompR,27.353,321100.0,323350.0,457550.0,426370.0,8783048.3,8844592.55,12515365.15,11662498.610000001,S',,
P0AA25,Thioredoxin-1,trxA,11.806,2867800.0,2749700.0,3791900.0,3928900.0,33857246.8,32462958.2,44767171.4,46384593.4,S',,
P0AA31,UPF0033 protein YedF,yedF,8.6389,281050.0,271080.0,158870.0,169060.0,2427962.8449999997,2341833.012,1372462.0429999998,1460492.434,C',,
P0AA37,Ribosomal large subunit pseudouridine synthase A,rluA,24.86,11237.0,9003.5,7334.5,7519.8,279351.82,223827.01,182335.66999999998,186942.228,U,,
P0AA39,Ribosomal large subunit pseudouridine synthase C,rluC,36.026,107840.0,84271.0,45874.0,44226.0,3885043.8400000003,3035947.046,1652656.7240000002,1593285.8760000002,R,,
P0AA41,tRNA pseudouridine synthase C,truC,29.665,12593.0,13830.0,6363.3,6521.0,373571.345,410266.95,188767.2945,193445.465,U,,
P0AA43,Ribosomal small subunit pseudouridine synthase A,rsuA,25.865,166530.0,153750.0,223030.0,244510.0,4307298.45,3976743.7499999995,5768670.949999999,6324251.149999999,R,,
P0AA47,Low-affinity putrescine importer PlaP,plaP,49.537,379180.0,440990.0,119560.0,94443.0,18783439.66,21845321.63,5922643.72,4678422.891,U,,
P0AA53,Protein QmcA,qmcA,33.743,41079.0,39237.0,93166.0,105250.0,1386128.6970000002,1323974.091,3143700.338,3551450.75,S',,
P0AA57,Protein YobA,yobA,13.41,189630.0,65104.0,90063.0,80757.0,2542938.3,873044.64,1207744.83,1082951.37,A',,
P0AA60,Inner membrane protein YghB,yghB,24.134,6884.3,9341.2,3426.9,4890.4,166145.6962,225440.52080000003,82704.8046,118024.9136,U,,
P0AA63,Inner membrane protein YqjA,yqjA,24.585,7648.9,4151.2,13242.0,14910.0,188048.2065,102057.252,325554.57,366562.35000000003,U,,
P0AA67,Threonine/homoserine exporter RhtA,rhtA,31.168,13595.0,16390.0,12746.0,11567.0,423728.95999999996,510843.51999999996,397267.328,360520.256,R,,
P0AA78,Hexuronate transporter,exuT,46.892,6114.9,6363.0,15197.0,16673.0,286739.8908,298373.79600000003,712617.724,781830.3160000001,U,,
P0AA82,Cytosine permease,codB,43.649,191300.0,166630.0,30401.0,28177.0,8350053.7,7273232.87,1326973.249,1229897.8730000001,U,,
P0AA84,Cardiolipin synthase B,clsB,47.633,0.0,0.0,7851.6,9160.6,0.0,0.0,373995.2628,436346.85980000003,U,,
P0AA86,Thiol:disulfide interchange protein DsbE,dsbE,20.809,22583.0,25052.0,32344.0,31315.0,469929.647,521307.068,673046.2960000001,651633.8350000001,C,,
P0AA89,Diguanylate cyclase DosC,dosC,53.177,4009.4,3864.1,10104.0,10954.0,213207.8638,205481.2457,537300.408,582500.858,U,,
P0AA91,Uncharacterized lipoprotein YeaY,yeaY,20.921,24711.0,34848.0,31716.0,35666.0,516978.831,729055.008,663530.436,746168.3859999999,S',,
P0AA93,Sensor histidine kinase YpdA,ypdA,62.657,14258.0,13904.0,12257.0,13077.0,893363.5059999999,871182.928,767986.8489999999,819365.5889999999,U,,
P0AA95,Uncharacterized protein YacC,yacC,12.854,23293.0,27638.0,39445.0,41246.0,299408.222,355258.85199999996,507026.02999999997,530176.0839999999,A',,
P0AA97,Uncharacterized protein YaeQ,yaeQ,20.876,29643.0,31668.0,38495.0,42514.0,618827.268,661101.1680000001,803621.62,887522.2640000001,S',,
P0AA99,"Putative L,D-transpeptidase YafK",yafK,28.021,18619.0,17795.0,29779.0,29978.0,521722.999,498633.695,834437.359,840013.5380000001,U,,
P0AAA1,Inner membrane protein YagU,yagU,22.967,469430.0,563220.0,1374500.0,1495200.0,10781398.809999999,12935473.74,31568141.5,34340258.4,A',,
P0AAA7,Protein WzxE,wzxE,44.959,0.0,2292.3,884.29,0.0,0.0,103059.51570000002,39756.79411,0.0,U,,
P0AAB4,3-octaprenyl-4-hydroxybenzoate carboxy-lyase,ubiD,55.603,112610.0,116920.0,125370.0,148320.0,6261453.83,6501102.76,6970948.11,8247036.96,S',,
P0AAB8,Universal stress protein D,uspD,16.293,217000.0,254790.0,892930.0,983530.0,3535581.0,4151293.4699999997,14548508.49,16024654.29,S,,
P0AAC0,Universal stress protein E,uspE,35.706,125860.0,128520.0,313570.0,342130.0,4493957.16,4588935.12,11196330.420000002,12216093.780000001,S,,
P0AAC4,Inner membrane protein YbhL,ybhL,25.902,31541.0,40892.0,83595.0,58397.0,816974.9820000001,1059184.584,2165277.69,1512599.094,A,,
P0AAC6,Modulator of FtsH protease YccA,yccA,23.363,245600.0,235880.0,220710.0,214030.0,5737952.8,5510864.4399999995,5156447.7299999995,5000382.89,U,,
P0AAC8,Iron-binding protein IscA,iscA,11.556,345800.0,321270.0,322720.0,339360.0,3996064.8,3712596.1199999996,3729352.32,3921644.1599999997,R,,
P0AAD2,Tryptophan-specific transport protein,mtr,44.332,5530.5,5941.8,8842.9,10300.0,245178.12600000002,263411.8776,392023.4428,456619.60000000003,U,,
P0AAD6,Serine transporter,sdaC,46.906,139930.0,139690.0,47720.0,49655.0,6563556.58,6552299.14,2238354.32,2329117.43,R,,
P0AAD8,Threonine/serine transporter TdcC,tdcC,48.878,481.84,0.0,3865.4,1720.8,23551.375519999998,0.0,188933.02120000002,84109.26239999999,C,,
P0AAE0,D-serine/D-alanine/glycine transporter,cycA,51.659,187680.0,171830.0,259400.0,281680.0,9695361.12,8876565.97,13400344.6,14551307.12,S,,
P0AAE2,Proline-specific permease ProY,proY,50.215,33421.0,32015.0,31217.0,27988.0,1678235.5150000001,1607633.225,1567561.655,1405417.4200000002,U,,
P0AAF6,Arginine transport ATP-binding protein ArtP,artP,27.022,359100.0,369770.0,560440.0,571780.0,9703600.2,9991924.94,15144209.68,15450639.159999998,R,,
P0AAG0,Dipeptide transport ATP-binding protein DppD,dppD,35.844,329730.0,334710.0,697710.0,772430.0,11818842.120000001,11997345.24,25008717.240000002,27686980.92,C',,
P0AAG3,Glutamate/aspartate transport ATP-binding protein GltL,gltL,26.661,217850.0,190780.0,92200.0,94593.0,5808098.850000001,5086385.58,2458144.2,2521943.973,S,,
P0AAG5,Multidrug resistance-like ATP-binding protein MdlB,mdlB,65.222,3379.2,3583.6,3823.6,4059.8,220398.18239999996,233729.55919999996,249382.83919999996,264788.2756,U,,
P0AAG8,Galactose/methyl galactoside import ATP-binding protein MglA,mglA,56.415,53953.0,50847.0,17536.0,16860.0,3043758.495,2868533.505,989293.44,951156.9,C,,
P0AAH0,Phosphate import ATP-binding protein PstB,pstB,29.027,59263.0,56641.0,78415.0,81126.0,1720227.101,1644118.307,2276152.205,2354844.4020000002,S',,
P0AAH4,Peptide transport system ATP-binding protein SapD,sapD,37.66,38647.0,41701.0,38981.0,40163.0,1455446.0199999998,1570459.66,1468024.46,1512538.5799999998,C',,
P0AAH8,Peptide transport system ATP-binding protein SapF,sapF,30.57,43979.0,50404.0,49543.0,50719.0,1344438.03,1540850.28,1514529.51,1550479.83,S',,
P0AAI3,ATP-dependent zinc metalloprotease FtsH,ftsH,70.707,679370.0,620820.0,916510.0,966010.0,48036214.589999996,43896319.739999995,64803672.56999999,68303669.07,A',,
P0AAI5,3-oxoacyl-[acyl-carrier-protein] synthase 2,fabF,43.045,1140800.0,1065500.0,974240.0,1025500.0,49105736.0,45864447.5,41936160.800000004,44142647.5,R,,
P0AAI9,Malonyl CoA-acyl carrier protein transacylase,fabD,32.417,1596200.0,1624500.0,1517400.0,1558000.0,51744015.400000006,52661416.5,49189555.800000004,50505686.0,A',,
P0AAJ5,Formate dehydrogenase-O iron-sulfur subunit,fdoH,33.1,26940.0,26630.0,23219.0,23869.0,891714.0,881453.0,768548.9,790063.9,U,,
P0AAN1,Hydrogenase-2 operon protein HybE,hybE,17.963,5875.5,12000.0,6231.3,7785.0,105541.60650000001,215556.0,111932.84190000001,139841.95500000002,U,,
P0AAN3,Hydrogenase isoenzymes nickel incorporation protein HypB,hypB,31.565,14301.0,14948.0,20865.0,22717.0,451411.065,471833.62,658603.725,717062.105,S,,
P0AAN9,Anti-adapter protein IraP,iraP,9.9374,71032.0,76979.0,228740.0,209520.0,705873.3968,764971.1146,2273080.876,2082084.048,S',,
P0AAP3,Transcriptional repressor FrmR,frmR,10.318,131480.0,136910.0,139820.0,151650.0,1356610.64,1412637.38,1442662.76,1564724.7,C',,
P0AAQ2,Uncharacterized protein YajD,yajD,13.364,267020.0,247470.0,289260.0,297130.0,3568455.2800000003,3307189.08,3865670.64,3970845.3200000003,R,,
P0AAR3,Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK,ybaK,17.093,328340.0,313270.0,374140.0,360400.0,5612315.62,5354724.11,6395175.02,6160317.2,S',,
P0AAS0,Inner membrane protein YlaC,ylaC,18.267,47498.0,48865.0,32762.0,33162.0,867645.966,892616.955,598463.454,605770.254,U,,
P0AAS3,Inner membrane protein YbbJ,ybbJ,16.939,5688.6,0.0,13193.0,15813.0,96359.19540000001,0.0,223476.227,267856.407,U,,
P0AAS7,Uncharacterized protein YbcJ,ybcJ,7.3895,370560.0,355150.0,542550.0,552340.0,2738253.12,2624380.925,4009173.225,4081516.43,R,,
P0AAT2,Uncharacterized protein YbdF,ybdF,14.05,6076.0,5586.5,18636.0,21613.0,85367.8,78490.325,261835.80000000002,303662.65,C',,
P0AAT4,Miniconductance mechanosensitive channel YbdG,ybdG,46.602,323010.0,319600.0,356640.0,299740.0,15052912.02,14893999.2,16620137.28,13968483.479999999,R,,
P0AAT6,Ribosomal silencing factor RsfS,rsfS,11.582,588360.0,475260.0,495440.0,460990.0,6814385.5200000005,5504461.32,5738186.08,5339186.180000001,U,,
P0AAT9,Uncharacterized protein YbeL,ybeL,18.797,49389.0,53590.0,149190.0,160340.0,928365.033,1007331.23,2804324.43,3013910.98,S,,
P0AAU2,Uncharacterized protein YbfA,ybfA,8.2745,58137.0,55182.0,97655.0,109670.0,481054.6065,456603.459,808046.2975,907464.4149999999,U,,
P0AAU7,Uncharacterized protein YbfE,ybfE,11.28,60427.0,55197.0,48073.0,41105.0,681616.5599999999,622622.1599999999,542263.44,463664.39999999997,R,,
P0AAV0,Uncharacterized protein YbgE,ybgE,10.932,7365.3,6954.0,11322.0,11382.0,80517.4596,76021.128,123772.104,124428.024,U,,
P0AAV4,Uncharacterized protein YbgJ,ybgJ,23.946,119330.0,129620.0,268150.0,272930.0,2857476.18,3103880.52,6421119.9,6535581.78,S,,
P0AAW1,Uncharacterized protein YbhP,ybhP,28.789,397.58,689.6,10455.0,8614.7,11445.930620000001,19852.8944,300988.995,248008.59830000004,U,,
P0AAW5,Inner membrane protein YbhQ,ybhQ,15.465,3680.1,3399.0,0.0,0.0,56912.7465,52565.534999999996,0.0,0.0,U,,
P0AAX3,Uncharacterized protein YbiJ,ybiJ,8.5676,9048.8,7321.3,8790.1,12450.0,77526.49888,62725.969880000004,75310.06076000001,106666.62000000001,A,,
P0AAX8,"Probable L,D-transpeptidase YbiS",ybiS,33.325,561980.0,482040.0,620830.0,640200.0,18727983.5,16063983.000000002,20689159.75,21334665.0,A',,
P0AAY6,Uncharacterized protein YbjN,ybjN,17.666,58610.0,146930.0,62795.0,61096.0,1035404.26,2595665.38,1109336.47,1079321.936,R,,
P0AAZ4,Replication-associated recombination protein A,rarA,49.626,39530.0,42924.0,62906.0,69199.0,1961715.7799999998,2130146.424,3121773.156,3434069.574,A',,
P0AAZ7,UPF0434 protein YcaR,ycaR,6.8549,549690.0,427490.0,502910.0,505950.0,3768069.9809999997,2930401.201,3447397.759,3468236.655,R,,
P0AB01,Envelope biogenesis factor ElyC,elyC,28.666,4891.3,5781.1,4032.7,829.71,140214.0058,165721.01260000002,115601.37819999999,23784.46686,C',,
P0AB06,Uncharacterized protein YcbK,ycbK,20.354,0.0,125730.0,198890.0,206640.0,0.0,2559108.42,4048207.06,4205950.56,S',,
P0AB10,Uncharacterized lipoprotein YmbA,ymbA,20.634,200050.0,199490.0,297020.0,285560.0,4127831.7,4116276.66,6128710.68,5892245.04,S',,
P0AB12,Inner membrane protein YccF,yccF,16.275,118740.0,230240.0,221830.0,334530.0,1932493.4999999998,3747155.9999999995,3610283.2499999995,5444475.749999999,A',,
P0AB14,Uncharacterized protein YccJ,yccJ,8.5244,192960.0,77643.0,771390.0,804790.0,1644868.224,661859.9892,6575636.916,6860351.876,S,,
P0AB18,Sulfurtransferase TusE,tusE,12.41,45704.0,44035.0,44321.0,43010.0,567186.64,546474.35,550023.61,533754.1,A',,
P0AB20,Heat shock protein HspQ,hspQ,11.779,106300.0,101780.0,105890.0,103720.0,1252107.7,1198866.6199999999,1247278.31,1221717.88,R,,
P0AB24,Iron uptake system component EfeO,efeO,41.137,434910.0,458240.0,329460.0,394420.0,17890892.67,18850618.88,13552996.02,16225255.540000001,U,,
P0AB26,Uncharacterized lipoprotein YceB,yceB,20.5,54640.0,104880.0,221260.0,243830.0,1120120.0,2150040.0,4535830.0,4998515.0,S',,
P0AB28,Uncharacterized protein YceD,yceD,19.315,413670.0,460430.0,317900.0,326930.0,7990036.050000001,8893205.450000001,6140238.5,6314652.95,R,,
P0AB35,Uncharacterized protein YcfJ,ycfJ,18.92,0.0,0.0,0.0,9679.4,0.0,0.0,0.0,183134.24800000002,U,,
P0AB38,Penicillin-binding protein activator LpoB,lpoB,22.515,194530.0,190470.0,403770.0,396070.0,4379842.95,4288432.05,9090881.55,8917516.05,S',,
P0AB43,Protein YcgL,ycgL,12.414,152790.0,158960.0,215530.0,218530.0,1896735.06,1973329.44,2675589.42,2712831.42,A',,
P0AB46,Uncharacterized protein YmgD,ymgD,11.852,26256.0,24646.0,31548.0,26469.0,311186.112,292104.392,373906.896,313710.588,U,,
P0AB52,Protein YchN,ychN,12.693,412750.0,480240.0,555370.0,588640.0,5239035.75,6095686.319999999,7049311.41,7471607.52,S,,
P0AB55,Protein YciI,yciI,10.602,931100.0,984100.0,1675400.0,2192500.0,9871522.200000001,10433428.200000001,17762590.8,23244885.0,S,,
P0AB58,Lipopolysaccharide assembly protein B,lapB,44.531,21617.0,25658.0,36919.0,48421.0,962626.627,1142576.398,1644039.989,2156235.551,S,,
P0AB61,Protein YciN,yciN,9.3855,177910.0,173500.0,303970.0,331570.0,1669774.3050000002,1628384.25,2852910.435,3111950.2350000003,S',,
